Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Dish3_Name,Dish3_Quantity_Made (kg),Dish3_Quantity_Consumed (kg),Dish3_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-12-21,Monday,Rainy,Paneer Butter Masala,42.54,31.18,1.87,Rajma,14.93,15.7,1.72,Aloo Gobi,24.36,19.04,0.63,Jalebi,29.54,21.29,4.58,Baingan Bharta,58.48,81.41,9.15,Paneer Butter Masala,139,0.42,5,Low,High,Pav Bhaji,Dinner,163,0.4,61.71,88.59,126.87,6.12,492,7g/15g,Medium,Low,1338,Medium,Perfect meal balance,13.15,Rajma: 15.70 kg; Aloo Gobi: 19.04 kg; Jalebi: 21.29 kg; Baingan Bharta: 81.41 kg; Paneer Butter Masala: 139.00 kg
1972-11-01,Friday,Rainy,Rajma,36.14,37.36,2.04,Idli,23.75,14.32,2.51,Dosa,15.1,23.68,0.64,Paneer Butter Masala,25.71,9.39,3.75,Kheer,66.56,53.94,4.25,Dosa,369,0.45,5,Medium,Medium,Rajma,Lunch,113,0.23,139.89,144.82,96.17,5.33,398,17g/13g,High,High,1051,High,Perfect meal balance,12.75,Idli: 14.32 kg; Dosa: 23.68 kg; Paneer Butter Masala: 9.39 kg; Kheer: 53.94 kg; Dosa: 369.00 kg
1974-03-31,Monday,Cloudy,Naan,10.15,39.12,3.99,Roti,17.55,22.15,1.39,Aloo Gobi,19.33,23.62,3.29,Chole,22.96,23.61,1.23,Kheer,54.99,88.51,5.96,Rajma,164,0.39,3,Medium,Low,Pav Bhaji,Lunch,350,0.2,78.63,84.93,83.77,8.95,257,10g/10g,Medium,Medium,1806,Medium,Less intake today,12.24,Roti: 22.15 kg; Aloo Gobi: 23.62 kg; Chole: 23.61 kg; Kheer: 88.51 kg; Rajma: 164.00 kg
2022-08-17,Monday,Sunny,Paneer Butter Masala,23.58,32.73,1.47,Idli,13.34,10.52,4.55,Naan,27.13,8.83,0.28,Rajma,11.74,16.6,2.3,Paratha,77.96,89.21,2.38,Baingan Bharta,164,0.21,1,Medium,Low,Aloo Gobi,Dinner,495,0.43,76.18,107.9,97.62,2.18,256,10g/5g,Low,High,2183,High,Perfect meal balance,7.44,Idli: 10.52 kg; Naan: 8.83 kg; Rajma: 16.60 kg; Paratha: 89.21 kg; Baingan Bharta: 164.00 kg
1979-08-18,Wednesday,Rainy,Gulab Jamun,41.53,41.75,2.5,Dal Tadka,21.1,24.61,0.29,Roti,22.28,19.1,3.77,Paneer Butter Masala,24.13,19.91,3.94,Baingan Bharta,87.43,51.04,0.27,Jalebi,339,0.33,5,High,Low,Roti,Breakfast,450,0.23,120.66,108.63,96.15,6.81,317,19g/9g,Medium,Medium,2035,High,Perfect meal balance,17.85,Dal Tadka: 24.61 kg; Roti: 19.10 kg; Paneer Butter Masala: 19.91 kg; Baingan Bharta: 51.04 kg; Jalebi: 339.00 kg
1997-10-07,Sunday,Cloudy,Paratha,23.71,10.35,4.49,Idli,12.26,8.01,3.02,Chole,11.75,10.92,5.0,Rajma,22.63,16.68,3.95,Roti,85.45,44.86,9.05,Dal Tadka,467,0.31,1,High,High,Idli,Dinner,392,0.43,108.86,146.68,132.87,5.7,112,7g/7g,High,High,1277,High,Perfect meal balance,19.6,Idli: 8.01 kg; Chole: 10.92 kg; Rajma: 16.68 kg; Roti: 44.86 kg; Dal Tadka: 467.00 kg
2001-12-24,Monday,Cloudy,Dosa,23.66,38.8,0.81,Dal Tadka,15.1,18.92,1.83,Chole,23.01,13.01,0.11,Paneer Butter Masala,17.46,24.84,1.91,Jalebi,69.5,71.28,0.58,Chole,233,0.29,1,Medium,Low,Dal Tadka,Breakfast,134,0.32,54.84,55.26,84.9,8.71,301,9g/4g,Low,High,2877,Low,Less intake today,18.98,Dal Tadka: 18.92 kg; Chole: 13.01 kg; Paneer Butter Masala: 24.84 kg; Jalebi: 71.28 kg; Chole: 233.00 kg
2011-06-18,Tuesday,Cloudy,Gulab Jamun,36.45,38.41,2.34,Pav Bhaji,18.2,10.37,2.85,Naan,19.71,15.62,0.77,Roti,27.51,20.65,2.45,Baingan Bharta,88.01,69.82,8.61,Aloo Gobi,336,0.3,5,Medium,High,Idli,Lunch,432,0.28,56.88,114.99,87.5,9.95,326,7g/9g,High,Low,2730,High,Large intake today,14.82,Pav Bhaji: 10.37 kg; Naan: 15.62 kg; Roti: 20.65 kg; Baingan Bharta: 69.82 kg; Aloo Gobi: 336.00 kg
1970-09-06,Monday,Cloudy,Paneer Butter Masala,11.01,32.48,1.52,Dosa,22.72,10.12,4.56,Dal Tadka,11.81,21.31,1.62,Paneer Butter Masala,20.52,20.92,2.82,Baingan Bharta,97.41,86.15,3.75,Rajma,468,0.41,2,High,High,Roti,Lunch,270,0.39,148.29,60.76,116.87,8.41,254,8g/14g,Medium,High,1654,Medium,Less intake today,18.42,Dosa: 10.12 kg; Dal Tadka: 21.31 kg; Paneer Butter Masala: 20.92 kg; Baingan Bharta: 86.15 kg; Rajma: 468.00 kg
1999-04-18,Friday,Sunny,Kheer,44.98,31.63,3.18,Pav Bhaji,14.27,13.04,0.94,Aloo Gobi,19.83,8.18,3.61,Dal Tadka,23.15,10.05,0.44,Naan,97.02,83.81,2.19,Chole,489,0.27,2,Low,High,Kheer,Breakfast,461,0.21,134.31,132.6,125.37,9.87,280,12g/4g,Medium,Low,2884,Medium,Large intake today,7.39,Pav Bhaji: 13.04 kg; Aloo Gobi: 8.18 kg; Dal Tadka: 10.05 kg; Naan: 83.81 kg; Chole: 489.00 kg
1973-05-26,Friday,Cloudy,Chole,21.23,40.75,1.27,Baingan Bharta,23.54,14.21,2.99,Paneer Butter Masala,22.71,23.48,3.15,Gulab Jamun,13.89,12.85,1.6,Naan,91.44,63.66,2.1,Paneer Butter Masala,336,0.37,5,Low,High,Roti,Lunch,178,0.22,83.24,79.91,41.7,1.32,276,8g/13g,Low,Low,1888,Medium,Large intake today,22.86,Baingan Bharta: 14.21 kg; Paneer Butter Masala: 23.48 kg; Gulab Jamun: 12.85 kg; Naan: 63.66 kg; Paneer Butter Masala: 336.00 kg
2000-04-25,Monday,Cloudy,Paratha,28.16,25.84,4.88,Naan,26.98,15.47,0.16,Aloo Gobi,14.27,14.93,1.47,Pav Bhaji,28.87,8.96,1.93,Naan,55.56,44.01,6.0,Pav Bhaji,372,0.42,1,High,Medium,Idli,Dinner,478,0.35,145.61,127.36,124.97,3.28,153,9g/5g,High,Low,2071,Low,Less intake today,19.76,Naan: 15.47 kg; Aloo Gobi: 14.93 kg; Pav Bhaji: 8.96 kg; Naan: 44.01 kg; Pav Bhaji: 372.00 kg
1988-12-28,Sunday,Sunny,Dosa,31.37,32.77,2.71,Rajma,24.29,18.63,0.71,Paneer Butter Masala,18.46,12.2,2.54,Dal Tadka,26.3,20.12,4.85,Gulab Jamun,57.16,51.56,2.18,Roti,377,0.33,2,High,Low,Dal Tadka,Dinner,406,0.26,148.44,99.18,73.43,8.09,172,12g/2g,High,Low,1804,Medium,Large intake today,7.18,Rajma: 18.63 kg; Paneer Butter Masala: 12.20 kg; Dal Tadka: 20.12 kg; Gulab Jamun: 51.56 kg; Roti: 377.00 kg
2006-11-28,Saturday,Cloudy,Chole,30.79,40.18,0.65,Jalebi,13.79,8.18,3.6,Paneer Butter Masala,24.72,23.43,2.36,Pav Bhaji,27.42,18.47,3.34,Paneer Butter Masala,89.02,41.11,8.1,Gulab Jamun,216,0.39,4,Low,Medium,Roti,Lunch,147,0.23,119.8,105.41,56.15,8.54,442,12g/14g,Low,High,2903,High,Large intake today,24.05,Jalebi: 8.18 kg; Paneer Butter Masala: 23.43 kg; Pav Bhaji: 18.47 kg; Paneer Butter Masala: 41.11 kg; Gulab Jamun: 216.00 kg
2021-08-02,Tuesday,Cloudy,Rajma,20.07,20.74,3.82,Paneer Butter Masala,28.41,16.81,3.68,Idli,10.13,13.2,1.74,Naan,22.55,18.9,4.16,Naan,55.88,52.74,9.43,Rajma,457,0.49,3,High,Medium,Paratha,Breakfast,380,0.41,89.05,102.04,119.32,6.71,163,6g/4g,Medium,High,1247,Low,Large intake today,7.58,Paneer Butter Masala: 16.81 kg; Idli: 13.20 kg; Naan: 18.90 kg; Naan: 52.74 kg; Rajma: 457.00 kg
2004-10-20,Thursday,Sunny,Pav Bhaji,21.82,17.45,3.21,Chole,28.64,13.47,1.72,Jalebi,25.45,18.75,0.52,Idli,14.44,10.39,4.4,Aloo Gobi,58.1,66.84,7.77,Gulab Jamun,124,0.31,1,Low,Medium,Naan,Lunch,335,0.37,62.54,80.67,98.61,3.24,268,6g/2g,High,High,2926,Medium,Large intake today,12.79,Chole: 13.47 kg; Jalebi: 18.75 kg; Idli: 10.39 kg; Aloo Gobi: 66.84 kg; Gulab Jamun: 124.00 kg
1990-04-18,Saturday,Cloudy,Kheer,18.6,8.41,2.47,Aloo Gobi,26.58,12.86,4.19,Idli,22.39,24.18,1.29,Aloo Gobi,10.72,15.53,3.41,Kheer,65.4,61.9,9.76,Baingan Bharta,126,0.36,1,Low,Medium,Jalebi,Breakfast,174,0.39,52.84,110.15,90.35,0.51,443,8g/10g,Medium,Medium,2829,Low,Less intake today,18.01,Aloo Gobi: 12.86 kg; Idli: 24.18 kg; Aloo Gobi: 15.53 kg; Kheer: 61.90 kg; Baingan Bharta: 126.00 kg
2016-10-29,Sunday,Rainy,Gulab Jamun,31.95,44.56,3.02,Dal Tadka,28.85,18.7,1.76,Dosa,22.26,15.44,3.8,Dal Tadka,10.01,13.76,1.4,Kheer,84.14,57.1,3.95,Baingan Bharta,478,0.44,4,Low,Medium,Pav Bhaji,Lunch,296,0.35,58.44,111.12,63.16,8.78,232,5g/13g,Low,High,1915,Medium,Perfect meal balance,15.75,Dal Tadka: 18.70 kg; Dosa: 15.44 kg; Dal Tadka: 13.76 kg; Kheer: 57.10 kg; Baingan Bharta: 478.00 kg
1970-08-10,Saturday,Rainy,Paneer Butter Masala,35.8,12.48,0.31,Kheer,17.81,18.09,2.71,Paratha,20.47,11.87,4.19,Dal Tadka,24.3,14.48,0.82,Paratha,83.75,84.12,6.97,Paneer Butter Masala,357,0.43,3,Medium,Low,Paneer Butter Masala,Lunch,125,0.36,82.23,51.73,136.77,1.92,476,19g/10g,Low,Medium,2908,Medium,Perfect meal balance,19.99,Kheer: 18.09 kg; Paratha: 11.87 kg; Dal Tadka: 14.48 kg; Paratha: 84.12 kg; Paneer Butter Masala: 357.00 kg
1996-10-31,Tuesday,Cloudy,Paratha,35.08,18.5,3.25,Chole,11.12,20.01,2.81,Jalebi,23.41,15.6,1.55,Rajma,22.44,20.66,1.13,Naan,68.54,88.94,2.16,Paratha,495,0.3,4,High,Low,Pav Bhaji,Lunch,102,0.41,95.69,61.27,90.65,3.72,249,10g/8g,Low,Medium,2287,Medium,Large intake today,15.1,Chole: 20.01 kg; Jalebi: 15.60 kg; Rajma: 20.66 kg; Naan: 88.94 kg; Paratha: 495.00 kg
2022-10-18,Thursday,Sunny,Baingan Bharta,46.51,43.95,3.84,Kheer,20.77,12.12,2.94,Kheer,22.67,23.26,4.0,Paratha,12.62,24.04,1.66,Aloo Gobi,96.37,55.13,7.49,Dosa,205,0.3,3,Medium,High,Pav Bhaji,Dinner,126,0.39,142.24,56.19,104.69,2.36,232,17g/5g,High,High,1365,Medium,Less intake today,9.88,Kheer: 12.12 kg; Kheer: 23.26 kg; Paratha: 24.04 kg; Aloo Gobi: 55.13 kg; Dosa: 205.00 kg
2013-06-25,Monday,Cloudy,Idli,26.79,9.26,4.81,Naan,15.45,14.57,3.76,Pav Bhaji,15.81,14.04,2.78,Dosa,22.5,22.45,3.47,Naan,84.61,62.07,6.3,Paneer Butter Masala,284,0.31,1,Low,High,Idli,Breakfast,390,0.28,140.13,51.14,134.19,5.6,299,16g/8g,Low,Medium,2328,High,Less intake today,17.6,Naan: 14.57 kg; Pav Bhaji: 14.04 kg; Dosa: 22.45 kg; Naan: 62.07 kg; Paneer Butter Masala: 284.00 kg
1983-08-02,Wednesday,Sunny,Kheer,31.43,43.12,3.59,Rajma,21.18,14.77,3.29,Idli,19.25,20.43,0.93,Paratha,13.73,24.73,4.34,Aloo Gobi,98.38,55.69,9.51,Dal Tadka,210,0.21,2,High,Medium,Gulab Jamun,Breakfast,119,0.24,92.31,137.87,113.91,2.66,396,7g/8g,Low,Medium,2812,Medium,Large intake today,8.36,Rajma: 14.77 kg; Idli: 20.43 kg; Paratha: 24.73 kg; Aloo Gobi: 55.69 kg; Dal Tadka: 210.00 kg
1980-01-03,Saturday,Cloudy,Paneer Butter Masala,14.36,44.29,2.16,Naan,19.37,19.41,1.19,Rajma,26.24,9.8,1.51,Aloo Gobi,12.67,10.27,1.82,Chole,71.75,43.26,0.26,Naan,146,0.25,3,High,Low,Idli,Dinner,493,0.26,130.35,144.49,71.56,0.41,428,5g/14g,Low,High,2094,Medium,Large intake today,20.87,Naan: 19.41 kg; Rajma: 9.80 kg; Aloo Gobi: 10.27 kg; Chole: 43.26 kg; Naan: 146.00 kg
2014-06-23,Thursday,Sunny,Naan,36.14,25.57,0.98,Kheer,23.79,14.76,2.57,Aloo Gobi,21.23,18.23,0.68,Idli,15.53,19.28,1.29,Chole,57.92,48.81,6.52,Paneer Butter Masala,238,0.24,5,High,Low,Rajma,Lunch,428,0.27,134.97,140.72,126.59,3.24,279,18g/15g,Low,High,2311,High,Large intake today,19.66,Kheer: 14.76 kg; Aloo Gobi: 18.23 kg; Idli: 19.28 kg; Chole: 48.81 kg; Paneer Butter Masala: 238.00 kg
2008-04-05,Thursday,Cloudy,Roti,48.58,5.55,2.06,Naan,22.03,22.55,0.93,Dosa,11.9,12.78,4.36,Paratha,21.79,14.45,0.56,Gulab Jamun,68.56,61.69,8.67,Dosa,456,0.22,4,High,Low,Rajma,Breakfast,327,0.32,60.43,99.27,94.62,5.3,274,12g/13g,Low,High,2835,Medium,Large intake today,6.5,Naan: 22.55 kg; Dosa: 12.78 kg; Paratha: 14.45 kg; Gulab Jamun: 61.69 kg; Dosa: 456.00 kg
2018-03-23,Tuesday,Cloudy,Baingan Bharta,18.56,32.58,3.63,Naan,26.88,20.19,3.1,Chole,23.1,24.67,2.9,Pav Bhaji,15.95,23.35,2.2,Idli,80.88,52.49,3.12,Naan,410,0.37,3,High,Medium,Naan,Breakfast,318,0.32,75.44,131.25,134.77,8.46,201,8g/2g,High,Low,2538,Low,Large intake today,7.93,Naan: 20.19 kg; Chole: 24.67 kg; Pav Bhaji: 23.35 kg; Idli: 52.49 kg; Naan: 410.00 kg
1990-03-19,Monday,Cloudy,Baingan Bharta,12.61,37.11,1.07,Dosa,15.95,24.08,1.03,Paneer Butter Masala,26.14,18.67,0.48,Dal Tadka,28.49,20.81,3.99,Roti,91.61,77.65,6.46,Dosa,388,0.45,2,Low,Low,Naan,Breakfast,115,0.27,136.76,123.62,109.0,3.82,373,6g/14g,High,High,2965,Medium,Large intake today,21.82,Dosa: 24.08 kg; Paneer Butter Masala: 18.67 kg; Dal Tadka: 20.81 kg; Roti: 77.65 kg; Dosa: 388.00 kg
2006-03-22,Friday,Rainy,Paneer Butter Masala,37.61,16.28,2.02,Idli,28.5,15.92,3.69,Rajma,15.77,8.12,1.03,Chole,19.43,22.81,2.04,Dosa,65.33,48.8,4.76,Gulab Jamun,249,0.21,3,High,Medium,Naan,Dinner,285,0.36,119.93,131.56,60.65,6.16,355,9g/9g,High,High,1610,High,Less intake today,19.75,Idli: 15.92 kg; Rajma: 8.12 kg; Chole: 22.81 kg; Dosa: 48.80 kg; Gulab Jamun: 249.00 kg
1990-09-28,Tuesday,Cloudy,Pav Bhaji,39.87,38.18,1.17,Rajma,11.22,9.78,0.42,Dal Tadka,28.53,11.46,2.34,Pav Bhaji,29.1,15.28,3.31,Baingan Bharta,57.1,43.34,6.91,Dosa,416,0.39,3,Medium,Low,Jalebi,Breakfast,481,0.28,139.76,101.07,111.77,5.17,222,17g/5g,Low,Medium,2408,Medium,Less intake today,22.13,Rajma: 9.78 kg; Dal Tadka: 11.46 kg; Pav Bhaji: 15.28 kg; Baingan Bharta: 43.34 kg; Dosa: 416.00 kg
1975-09-26,Monday,Cloudy,Aloo Gobi,20.45,16.98,0.97,Dosa,28.33,18.2,0.94,Jalebi,15.14,16.65,2.27,Paneer Butter Masala,14.3,15.7,0.35,Dosa,85.46,61.37,2.07,Naan,108,0.23,3,High,Medium,Naan,Breakfast,130,0.21,69.34,56.47,55.21,5.8,107,16g/2g,High,Low,1326,Low,Large intake today,24.49,Dosa: 18.20 kg; Jalebi: 16.65 kg; Paneer Butter Masala: 15.70 kg; Dosa: 61.37 kg; Naan: 108.00 kg
2018-11-11,Thursday,Rainy,Pav Bhaji,22.29,24.99,2.03,Roti,10.26,20.05,1.57,Idli,15.06,13.28,2.85,Roti,12.19,13.26,0.86,Pav Bhaji,95.27,51.1,9.8,Chole,230,0.24,2,Low,Medium,Roti,Lunch,292,0.21,52.33,145.59,67.08,3.31,254,16g/8g,High,High,2753,Medium,Perfect meal balance,19.75,Roti: 20.05 kg; Idli: 13.28 kg; Roti: 13.26 kg; Pav Bhaji: 51.10 kg; Chole: 230.00 kg
1991-09-18,Monday,Rainy,Dosa,21.07,18.71,4.77,Jalebi,22.25,18.76,0.28,Paratha,27.4,19.8,1.19,Dal Tadka,25.18,17.0,3.88,Baingan Bharta,94.24,67.39,4.5,Gulab Jamun,161,0.23,1,Medium,Medium,Gulab Jamun,Dinner,256,0.22,83.41,140.13,132.74,9.67,272,9g/5g,High,High,2446,High,Perfect meal balance,15.67,Jalebi: 18.76 kg; Paratha: 19.80 kg; Dal Tadka: 17.00 kg; Baingan Bharta: 67.39 kg; Gulab Jamun: 161.00 kg
1983-09-27,Sunday,Sunny,Paratha,41.57,38.39,0.18,Naan,21.73,20.39,2.53,Pav Bhaji,28.32,23.37,2.06,Roti,10.73,10.06,3.3,Dal Tadka,71.78,53.64,0.37,Kheer,187,0.43,2,High,Medium,Roti,Lunch,372,0.47,138.11,102.68,65.96,3.03,113,12g/3g,Medium,Low,2281,High,Perfect meal balance,8.57,Naan: 20.39 kg; Pav Bhaji: 23.37 kg; Roti: 10.06 kg; Dal Tadka: 53.64 kg; Kheer: 187.00 kg
2016-04-03,Monday,Sunny,Rajma,28.76,40.46,4.6,Aloo Gobi,22.13,15.37,4.46,Dosa,20.23,9.25,4.09,Roti,17.47,12.62,0.13,Roti,74.12,41.21,4.72,Baingan Bharta,296,0.47,2,Low,Medium,Jalebi,Dinner,113,0.49,61.7,64.95,129.13,4.42,223,13g/6g,Medium,Low,2335,Low,Large intake today,8.07,Aloo Gobi: 15.37 kg; Dosa: 9.25 kg; Roti: 12.62 kg; Roti: 41.21 kg; Baingan Bharta: 296.00 kg
2018-08-23,Monday,Sunny,Naan,23.33,8.81,0.8,Dal Tadka,28.82,16.59,2.52,Naan,14.79,20.1,3.09,Chole,23.16,13.82,4.24,Naan,98.96,70.04,2.58,Paratha,128,0.38,1,Medium,Medium,Aloo Gobi,Lunch,236,0.21,80.36,86.37,129.73,8.27,330,13g/3g,High,Medium,2956,Medium,Less intake today,9.42,Dal Tadka: 16.59 kg; Naan: 20.10 kg; Chole: 13.82 kg; Naan: 70.04 kg; Paratha: 128.00 kg
2003-11-28,Saturday,Sunny,Chole,32.29,41.9,0.85,Pav Bhaji,18.44,11.59,0.99,Paneer Butter Masala,17.03,24.62,2.21,Rajma,19.74,9.49,2.86,Dosa,69.54,54.68,7.42,Paratha,489,0.5,1,Medium,Medium,Naan,Lunch,444,0.28,83.98,78.12,81.56,5.34,325,14g/13g,High,Low,2879,Low,Large intake today,18.52,Pav Bhaji: 11.59 kg; Paneer Butter Masala: 24.62 kg; Rajma: 9.49 kg; Dosa: 54.68 kg; Paratha: 489.00 kg
1971-05-16,Tuesday,Rainy,Idli,25.95,10.14,0.62,Paratha,14.38,11.75,2.42,Jalebi,15.41,12.27,4.01,Paneer Butter Masala,18.88,21.16,3.21,Dal Tadka,50.18,68.66,6.53,Gulab Jamun,299,0.23,4,Medium,Medium,Naan,Breakfast,332,0.23,58.79,64.77,95.1,3.74,270,17g/3g,High,High,2712,High,Large intake today,14.15,Paratha: 11.75 kg; Jalebi: 12.27 kg; Paneer Butter Masala: 21.16 kg; Dal Tadka: 68.66 kg; Gulab Jamun: 299.00 kg
2008-02-14,Thursday,Rainy,Naan,12.8,10.99,3.03,Dal Tadka,23.51,17.56,0.68,Rajma,28.95,16.26,3.02,Idli,28.97,20.79,0.0,Kheer,71.28,82.39,0.87,Jalebi,341,0.28,3,Low,Medium,Chole,Breakfast,235,0.47,149.52,132.59,131.42,0.18,346,19g/11g,Medium,Medium,2375,High,Less intake today,20.57,Dal Tadka: 17.56 kg; Rajma: 16.26 kg; Idli: 20.79 kg; Kheer: 82.39 kg; Jalebi: 341.00 kg
1976-02-09,Friday,Rainy,Paneer Butter Masala,14.8,42.86,1.39,Gulab Jamun,27.19,21.94,1.21,Gulab Jamun,22.31,11.8,0.24,Paneer Butter Masala,21.99,9.63,0.65,Pav Bhaji,66.12,86.36,6.71,Gulab Jamun,499,0.29,5,High,High,Roti,Dinner,142,0.2,88.78,59.21,49.02,4.78,464,16g/12g,Low,Low,1671,Medium,Less intake today,8.0,Gulab Jamun: 21.94 kg; Gulab Jamun: 11.80 kg; Paneer Butter Masala: 9.63 kg; Pav Bhaji: 86.36 kg; Gulab Jamun: 499.00 kg
2002-09-16,Friday,Cloudy,Pav Bhaji,19.0,22.23,3.12,Paratha,21.83,9.48,3.58,Paneer Butter Masala,17.44,16.52,1.8,Roti,28.86,24.94,1.14,Dal Tadka,63.15,49.5,3.57,Rajma,261,0.32,5,High,Low,Aloo Gobi,Breakfast,439,0.43,115.97,119.52,111.85,2.32,142,9g/4g,High,Low,1397,Medium,Perfect meal balance,12.94,Paratha: 9.48 kg; Paneer Butter Masala: 16.52 kg; Roti: 24.94 kg; Dal Tadka: 49.50 kg; Rajma: 261.00 kg
2011-07-01,Friday,Cloudy,Roti,49.05,27.71,2.41,Kheer,20.65,9.79,0.73,Idli,15.65,9.31,3.29,Pav Bhaji,14.6,14.0,0.74,Jalebi,86.56,55.59,8.32,Dal Tadka,155,0.26,3,Low,High,Kheer,Lunch,135,0.21,53.25,103.97,105.12,8.41,282,7g/8g,Medium,Low,2165,Medium,Perfect meal balance,17.22,Kheer: 9.79 kg; Idli: 9.31 kg; Pav Bhaji: 14.00 kg; Jalebi: 55.59 kg; Dal Tadka: 155.00 kg
2017-08-13,Monday,Cloudy,Jalebi,46.53,28.42,2.27,Dosa,26.39,16.07,1.08,Idli,27.29,24.52,0.34,Paneer Butter Masala,12.44,20.06,3.07,Pav Bhaji,54.36,65.43,9.47,Paratha,111,0.35,3,High,High,Baingan Bharta,Lunch,230,0.42,133.02,74.8,96.58,9.09,191,14g/14g,Low,Medium,2772,Medium,Large intake today,11.74,Dosa: 16.07 kg; Idli: 24.52 kg; Paneer Butter Masala: 20.06 kg; Pav Bhaji: 65.43 kg; Paratha: 111.00 kg
1992-03-19,Monday,Rainy,Naan,43.03,10.01,0.35,Rajma,27.76,19.9,0.9,Aloo Gobi,29.79,21.28,4.53,Paratha,16.6,23.53,3.31,Baingan Bharta,87.65,70.06,1.9,Kheer,286,0.44,4,High,Medium,Paratha,Breakfast,272,0.44,68.01,68.29,124.01,4.71,253,13g/7g,Low,High,2693,High,Less intake today,17.74,Rajma: 19.90 kg; Aloo Gobi: 21.28 kg; Paratha: 23.53 kg; Baingan Bharta: 70.06 kg; Kheer: 286.00 kg
1977-07-09,Friday,Rainy,Gulab Jamun,34.39,19.74,0.65,Kheer,28.6,22.88,4.44,Baingan Bharta,20.1,20.76,1.58,Gulab Jamun,19.01,13.05,3.92,Gulab Jamun,54.9,72.57,4.46,Pav Bhaji,419,0.45,5,Medium,Low,Roti,Lunch,128,0.48,144.7,85.67,122.56,8.29,496,7g/11g,Low,High,2670,Low,Perfect meal balance,24.9,Kheer: 22.88 kg; Baingan Bharta: 20.76 kg; Gulab Jamun: 13.05 kg; Gulab Jamun: 72.57 kg; Pav Bhaji: 419.00 kg
2024-08-13,Sunday,Rainy,Gulab Jamun,24.68,42.33,0.88,Kheer,26.61,18.88,3.71,Dosa,12.14,23.25,3.53,Naan,22.03,15.84,4.28,Idli,63.12,77.02,0.76,Kheer,412,0.37,3,Low,Medium,Paratha,Breakfast,348,0.41,79.01,75.53,86.92,2.32,258,8g/12g,Medium,Medium,2335,High,Large intake today,19.26,Kheer: 18.88 kg; Dosa: 23.25 kg; Naan: 15.84 kg; Idli: 77.02 kg; Kheer: 412.00 kg
1994-07-13,Wednesday,Rainy,Rajma,17.5,34.71,2.41,Baingan Bharta,26.28,23.13,4.27,Pav Bhaji,29.81,10.5,0.49,Chole,27.32,18.43,4.3,Jalebi,93.73,63.82,6.64,Gulab Jamun,186,0.43,5,Low,Medium,Roti,Dinner,425,0.2,114.55,102.13,85.17,2.91,262,7g/13g,Low,High,1449,Medium,Less intake today,24.73,Baingan Bharta: 23.13 kg; Pav Bhaji: 10.50 kg; Chole: 18.43 kg; Jalebi: 63.82 kg; Gulab Jamun: 186.00 kg
1978-10-31,Sunday,Sunny,Roti,39.31,15.78,4.02,Kheer,17.89,13.38,3.79,Pav Bhaji,27.72,16.21,3.11,Aloo Gobi,28.4,20.98,3.0,Rajma,59.65,71.62,3.94,Dosa,365,0.35,1,Low,Medium,Dal Tadka,Dinner,111,0.3,146.85,54.29,118.2,5.83,239,20g/11g,Medium,Low,2268,High,Large intake today,21.79,Kheer: 13.38 kg; Pav Bhaji: 16.21 kg; Aloo Gobi: 20.98 kg; Rajma: 71.62 kg; Dosa: 365.00 kg
1993-04-10,Tuesday,Sunny,Paneer Butter Masala,34.52,36.1,2.64,Gulab Jamun,21.5,14.85,0.61,Idli,28.8,20.91,3.3,Idli,26.53,9.99,4.37,Paratha,96.78,88.3,6.5,Kheer,110,0.3,5,Low,Low,Baingan Bharta,Lunch,131,0.37,131.62,121.58,99.01,4.87,324,14g/12g,Medium,High,1456,Medium,Large intake today,19.98,Gulab Jamun: 14.85 kg; Idli: 20.91 kg; Idli: 9.99 kg; Paratha: 88.30 kg; Kheer: 110.00 kg
2009-07-18,Monday,Rainy,Rajma,45.26,22.41,4.88,Pav Bhaji,25.37,14.65,3.1,Baingan Bharta,12.38,23.3,2.44,Paratha,12.95,14.75,0.5,Gulab Jamun,70.63,65.88,9.85,Rajma,345,0.47,4,Medium,Low,Dosa,Breakfast,239,0.49,147.57,70.24,99.82,3.41,237,17g/5g,Medium,High,2413,Low,Less intake today,11.79,Pav Bhaji: 14.65 kg; Baingan Bharta: 23.30 kg; Paratha: 14.75 kg; Gulab Jamun: 65.88 kg; Rajma: 345.00 kg
