Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Staples2,Staples2_Quantity_Made (kg),Staples2_Quantity_Consumed (kg),Staples2_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-05-20,Monday,Cloudy,Poha,44.13,26.04,3.19,Paneer Butter Masala,28.86,9.22,4.2,Dum Aloo,26.87,13.26,3.12,Rice,73.6,62.54,0.0,Roti,51.47,79.95,9.97,Halwa,246,0.28,5,High,High,Puri Bhaji,Dinner,488,0.35,71.73,134.95,75.35,0.57,366,10g/9g,Low,High,2277,Low,Less intake today,10.55,Paneer Butter Masala: 9.22 kg; Dum Aloo: 13.26 kg; Rice: 62.54 kg; Halwa: Halwa kg
2012-11-26,Tuesday,Cloudy,Upma,27.17,28.38,2.96,Pav Bhaji,14.87,20.85,3.79,Baingan Bharta,17.76,12.02,0.57,Paratha,69.49,41.84,7.38,Naan,76.51,82.99,0.14,Kheer,173,0.43,2,High,High,Butter Chicken,Dinner,178,0.24,87.35,146.49,98.73,4.24,347,13g/7g,Medium,Medium,1319,Medium,Large intake today,20.22,Pav Bhaji: 20.85 kg; Baingan Bharta: 12.02 kg; Paratha: 41.84 kg; Kheer: Kheer kg
1978-09-27,Monday,Rainy,Upma,16.87,13.7,0.88,Butter Chicken,20.43,11.6,2.37,Dum Aloo,15.47,15.54,4.69,Paratha,71.3,68.3,6.81,Roti,69.27,40.08,0.89,Jalebi,219,0.31,3,High,Low,Dal Tadka,Lunch,309,0.23,72.76,135.11,132.87,5.0,478,18g/6g,Low,Low,1319,Medium,Perfect meal balance,21.14,Butter Chicken: 11.6 kg; Dum Aloo: 15.54 kg; Paratha: 68.3 kg; Jalebi: Jalebi kg
2021-08-05,Tuesday,Rainy,Pav Bhaji,14.15,17.85,0.46,Palak Paneer,22.83,17.87,3.53,Chole,18.31,19.35,2.42,Paratha,59.23,60.32,2.46,Naan,87.08,61.08,3.81,Kheer,354,0.37,2,High,High,Methi Thepla,Lunch,407,0.46,96.47,81.46,91.77,4.47,458,6g/8g,Low,Medium,2088,High,Perfect meal balance,16.61,Palak Paneer: 17.87 kg; Chole: 19.35 kg; Paratha: 60.32 kg; Kheer: Kheer kg
2012-03-12,Tuesday,Sunny,Upma,42.75,24.73,1.92,Chole,24.85,13.91,0.75,Dal Tadka,22.92,14.23,4.12,Paratha,61.07,60.78,5.67,Rice,70.0,43.31,1.73,Jalebi,277,0.37,1,Medium,High,Aloo Gobi,Dinner,401,0.21,147.03,95.06,99.95,8.01,389,8g/8g,Medium,High,2182,Low,Large intake today,18.46,Chole: 13.91 kg; Dal Tadka: 14.23 kg; Paratha: 60.78 kg; Jalebi: Jalebi kg
1988-02-03,Saturday,Sunny,Poha,19.72,23.29,2.3,Bhindi Fry,27.25,19.45,2.47,Chana Masala,23.44,22.13,4.79,Paratha,50.16,52.27,1.71,Rice,57.49,67.21,3.76,Halwa,278,0.49,4,High,High,Rajma,Breakfast,176,0.5,131.58,117.1,66.17,1.89,358,16g/3g,Low,Low,2655,Medium,Less intake today,8.35,Bhindi Fry: 19.45 kg; Chana Masala: 22.13 kg; Paratha: 52.27 kg; Halwa: Halwa kg
1996-02-07,Thursday,Rainy,Pav Bhaji,29.68,13.81,3.39,Aloo Paratha,10.42,22.07,2.63,Dum Aloo,22.64,14.81,1.07,Paratha,91.64,79.98,8.15,Naan,85.73,75.33,6.11,Jalebi,113,0.26,1,High,High,Kadhi Pakora,Dinner,424,0.44,149.12,132.86,115.02,5.77,194,14g/6g,Medium,Medium,1883,High,Perfect meal balance,11.53,Aloo Paratha: 22.07 kg; Dum Aloo: 14.81 kg; Paratha: 79.98 kg; Jalebi: Jalebi kg
1989-02-05,Monday,Sunny,Upma,40.54,22.05,3.3,Dal Tadka,27.78,16.42,2.6,Paneer Butter Masala,21.17,19.8,4.23,Rice,62.71,55.92,1.23,Naan,51.33,78.82,1.27,Kheer,364,0.48,2,Low,Low,Pulao,Dinner,169,0.34,139.26,51.33,98.25,0.71,475,9g/9g,Medium,Medium,2762,Medium,Large intake today,8.5,Dal Tadka: 16.42 kg; Paneer Butter Masala: 19.8 kg; Rice: 55.92 kg; Kheer: Kheer kg
2021-08-27,Tuesday,Rainy,Poha,12.29,36.75,4.01,Paneer Butter Masala,25.27,20.08,3.78,Chole,20.21,19.4,0.95,Paratha,59.65,65.62,8.7,Roti,67.95,65.96,7.77,Halwa,203,0.36,4,Low,High,Bhindi Fry,Breakfast,466,0.48,59.68,55.58,128.96,9.89,253,10g/15g,Medium,High,1769,Low,Less intake today,21.87,Paneer Butter Masala: 20.08 kg; Chole: 19.4 kg; Paratha: 65.62 kg; Halwa: Halwa kg
1983-10-14,Monday,Rainy,Dosa,42.18,26.29,4.33,Butter Chicken,26.33,23.27,1.21,Aloo Gobi,14.63,11.91,0.69,Roti,94.05,72.51,8.95,Paratha,84.83,72.18,8.73,Jalebi,103,0.2,1,Medium,High,Upma,Breakfast,493,0.21,74.05,102.85,110.92,4.49,439,5g/6g,Low,Low,1543,Low,Less intake today,18.81,Butter Chicken: 23.27 kg; Aloo Gobi: 11.91 kg; Roti: 72.51 kg; Jalebi: Jalebi kg
1976-05-16,Friday,Rainy,Puri Bhaji,46.79,11.34,2.62,Aloo Gobi,10.07,24.3,1.64,Kadhi Pakora,20.39,13.2,4.23,Roti,77.22,73.39,5.0,Paratha,52.14,86.12,4.97,Halwa,468,0.31,2,Low,Low,Aloo Paratha,Dinner,125,0.45,74.22,104.56,65.4,9.45,486,18g/7g,High,High,2288,High,Less intake today,11.33,Aloo Gobi: 24.3 kg; Kadhi Pakora: 13.2 kg; Roti: 73.39 kg; Halwa: Halwa kg
2017-04-26,Sunday,Sunny,Pav Bhaji,37.52,8.05,1.93,Aloo Gobi,14.05,23.54,3.55,Paneer Butter Masala,25.95,17.45,0.77,Rice,63.58,61.78,4.25,Roti,88.15,45.13,2.94,Halwa,430,0.26,5,Low,Low,Bhindi Fry,Dinner,337,0.34,95.57,134.29,127.32,7.47,413,7g/8g,Medium,Low,2882,High,Large intake today,23.83,Aloo Gobi: 23.54 kg; Paneer Butter Masala: 17.45 kg; Rice: 61.78 kg; Halwa: Halwa kg
2001-01-17,Sunday,Sunny,Upma,22.41,20.27,0.07,Butter Chicken,26.85,8.95,3.67,Paneer Butter Masala,27.84,18.35,1.62,Naan,67.35,44.84,4.49,Roti,70.28,57.25,2.2,Gulab Jamun,472,0.29,2,High,Low,Rajma,Dinner,401,0.38,132.15,104.1,69.11,5.09,105,8g/4g,Medium,High,2748,High,Less intake today,16.59,Butter Chicken: 8.95 kg; Paneer Butter Masala: 18.35 kg; Naan: 44.84 kg; Gulab Jamun: Gulab Jamun kg
1996-01-24,Monday,Sunny,Poha,24.49,19.96,0.05,Rajma,21.71,22.47,4.24,Dum Aloo,24.95,10.39,4.0,Naan,78.01,74.86,7.41,Paratha,96.26,70.47,8.02,Jalebi,489,0.49,2,Medium,Medium,Puri Bhaji,Dinner,329,0.38,84.07,143.44,65.7,7.64,375,6g/7g,Low,Medium,1281,Low,Less intake today,10.77,Rajma: 22.47 kg; Dum Aloo: 10.39 kg; Naan: 74.86 kg; Jalebi: Jalebi kg
1983-06-01,Friday,Sunny,Upma,29.41,13.02,0.13,Methi Thepla,23.02,24.83,0.09,Pulao,16.58,8.6,2.93,Naan,60.46,74.9,8.97,Paratha,96.86,48.33,9.8,Kheer,498,0.28,3,Low,High,Paneer Butter Masala,Dinner,266,0.24,72.26,130.46,123.84,6.45,271,12g/3g,Low,Medium,1329,Medium,Perfect meal balance,19.57,Methi Thepla: 24.83 kg; Pulao: 8.6 kg; Naan: 74.9 kg; Kheer: Kheer kg
2020-06-08,Thursday,Cloudy,Idli,23.78,43.48,3.26,Butter Chicken,26.58,8.28,0.4,Baingan Bharta,13.37,12.93,4.16,Rice,81.34,79.82,4.14,Paratha,68.24,63.06,4.09,Jalebi,117,0.24,5,Medium,Low,Gobi Manchurian,Breakfast,309,0.45,97.07,129.15,66.24,9.0,288,5g/6g,High,Low,2421,Low,Perfect meal balance,23.03,Butter Chicken: 8.28 kg; Baingan Bharta: 12.93 kg; Rice: 79.82 kg; Jalebi: Jalebi kg
1975-02-04,Friday,Sunny,Poha,33.89,39.47,3.48,Aloo Gobi,23.09,19.24,3.0,Kadhi Pakora,19.17,23.76,4.01,Paratha,94.03,63.28,7.73,Naan,50.04,69.69,2.83,Halwa,182,0.31,3,Medium,High,Aloo Gobi,Dinner,243,0.21,96.14,87.99,41.12,4.49,389,16g/9g,Medium,Medium,2066,Medium,Large intake today,19.57,Aloo Gobi: 19.24 kg; Kadhi Pakora: 23.76 kg; Paratha: 63.28 kg; Halwa: Halwa kg
2024-07-19,Thursday,Rainy,Puri Bhaji,30.79,5.33,2.94,Rajma,11.44,15.17,2.08,Chole,15.24,16.97,1.97,Naan,82.69,57.01,2.62,Roti,96.2,71.24,0.6,Jalebi,467,0.28,2,High,Low,Idli,Lunch,341,0.36,142.72,117.22,117.55,2.65,127,9g/5g,Medium,Low,2657,High,Large intake today,13.8,Rajma: 15.17 kg; Chole: 16.97 kg; Naan: 57.01 kg; Jalebi: Jalebi kg
2011-10-24,Wednesday,Rainy,Puri Bhaji,39.79,17.93,0.53,Aloo Gobi,28.32,19.34,1.12,Gobi Manchurian,12.96,13.45,2.46,Naan,52.6,85.79,6.05,Roti,55.74,85.46,1.05,Halwa,272,0.48,5,Low,Medium,Dal Tadka,Breakfast,369,0.45,52.69,120.3,88.3,1.55,192,13g/10g,Medium,Medium,2486,Medium,Less intake today,22.24,Aloo Gobi: 19.34 kg; Gobi Manchurian: 13.45 kg; Naan: 85.79 kg; Halwa: Halwa kg
2009-02-19,Thursday,Rainy,Idli,22.24,17.63,4.87,Butter Chicken,12.15,24.53,0.54,Paneer Butter Masala,23.83,15.3,3.48,Roti,62.21,54.45,2.66,Naan,68.88,77.63,4.0,Halwa,181,0.4,4,High,Medium,Aloo Paratha,Dinner,292,0.45,149.3,58.99,87.86,9.13,147,13g/2g,High,Medium,1420,High,Less intake today,16.93,Butter Chicken: 24.53 kg; Paneer Butter Masala: 15.3 kg; Roti: 54.45 kg; Halwa: Halwa kg
2014-06-22,Monday,Cloudy,Dosa,18.09,41.96,0.72,Bhindi Fry,28.18,23.91,2.58,Gobi Manchurian,23.7,9.34,1.48,Naan,70.9,63.36,2.55,Roti,60.7,59.6,3.37,Jalebi,241,0.23,2,Low,Medium,Chole,Lunch,264,0.32,107.74,67.88,99.51,0.46,292,13g/15g,Medium,High,2856,High,Perfect meal balance,6.66,Bhindi Fry: 23.91 kg; Gobi Manchurian: 9.34 kg; Naan: 63.36 kg; Jalebi: Jalebi kg
1981-11-30,Sunday,Sunny,Upma,27.59,40.42,3.18,Paneer Butter Masala,14.22,11.11,1.7,Kadhi Pakora,27.04,8.51,1.52,Roti,53.27,66.89,1.66,Paratha,91.94,78.1,2.04,Gulab Jamun,456,0.4,5,High,Low,Bhindi Fry,Breakfast,138,0.23,94.32,127.48,78.92,5.84,294,7g/13g,Medium,Low,1487,Low,Less intake today,22.21,Paneer Butter Masala: 11.11 kg; Kadhi Pakora: 8.51 kg; Roti: 66.89 kg; Gulab Jamun: Gulab Jamun kg
1991-08-11,Wednesday,Cloudy,Dosa,23.95,26.56,3.71,Aloo Paratha,13.19,16.71,2.75,Dal Tadka,15.14,18.6,0.27,Paratha,61.11,81.62,6.84,Roti,72.7,81.41,5.47,Gulab Jamun,178,0.24,3,Medium,Low,Aloo Gobi,Breakfast,458,0.4,53.43,133.94,110.18,1.73,409,20g/11g,Medium,High,1431,High,Perfect meal balance,8.5,Aloo Paratha: 16.71 kg; Dal Tadka: 18.6 kg; Paratha: 81.62 kg; Gulab Jamun: Gulab Jamun kg
2019-01-04,Saturday,Cloudy,Pav Bhaji,43.58,14.59,0.99,Methi Thepla,13.03,19.58,4.56,Chole,17.24,20.02,3.16,Rice,70.26,60.65,7.43,Naan,75.14,73.98,4.72,Kheer,148,0.33,4,Medium,Low,Dal Tadka,Breakfast,441,0.47,125.74,144.48,47.6,1.11,195,9g/15g,Low,Medium,2773,High,Less intake today,13.87,Methi Thepla: 19.58 kg; Chole: 20.02 kg; Rice: 60.65 kg; Kheer: Kheer kg
1974-01-16,Tuesday,Cloudy,Upma,48.25,18.07,4.11,Butter Chicken,14.06,12.09,2.44,Kadhi Pakora,25.21,15.8,4.48,Naan,95.71,82.57,2.38,Paratha,93.0,40.13,3.31,Kheer,418,0.38,4,High,Low,Palak Paneer,Dinner,421,0.44,79.83,135.97,89.08,9.4,298,19g/13g,High,Low,2921,Medium,Perfect meal balance,17.27,Butter Chicken: 12.09 kg; Kadhi Pakora: 15.8 kg; Naan: 82.57 kg; Kheer: Kheer kg
1985-11-24,Friday,Cloudy,Upma,47.64,35.28,1.5,Aloo Gobi,22.39,16.25,4.14,Bhindi Fry,23.39,8.79,3.48,Paratha,83.71,80.93,7.45,Rice,64.59,87.7,8.49,Kheer,476,0.24,4,High,High,Bhindi Fry,Dinner,277,0.47,93.52,51.26,92.24,7.53,139,9g/7g,Medium,Low,2511,Low,Perfect meal balance,21.29,Aloo Gobi: 16.25 kg; Bhindi Fry: 8.79 kg; Paratha: 80.93 kg; Kheer: Kheer kg
2014-01-29,Tuesday,Cloudy,Puri Bhaji,12.7,40.08,3.3,Chole,26.85,23.69,4.81,Paneer Butter Masala,13.42,16.09,2.59,Rice,65.53,75.46,0.11,Roti,53.91,84.88,9.04,Halwa,375,0.49,5,Low,High,Malai Kofta,Breakfast,212,0.28,103.29,144.04,130.11,5.2,319,5g/4g,Medium,Low,2537,High,Perfect meal balance,24.09,Chole: 23.69 kg; Paneer Butter Masala: 16.09 kg; Rice: 75.46 kg; Halwa: Halwa kg
2014-09-07,Tuesday,Rainy,Idli,35.78,30.06,1.47,Palak Paneer,15.74,24.98,1.24,Pulao,13.28,21.31,3.89,Naan,98.24,76.0,5.67,Rice,89.25,54.85,4.12,Gulab Jamun,260,0.42,2,Medium,Low,Aloo Gobi,Lunch,161,0.48,128.72,71.63,93.1,4.9,107,15g/7g,Medium,High,2669,High,Large intake today,11.91,Palak Paneer: 24.98 kg; Pulao: 21.31 kg; Naan: 76.0 kg; Gulab Jamun: Gulab Jamun kg
2009-07-31,Wednesday,Sunny,Puri Bhaji,20.82,40.12,3.59,Palak Paneer,22.67,13.94,3.01,Chana Masala,21.61,19.57,2.92,Naan,87.48,78.36,3.37,Paratha,69.23,58.37,5.23,Kheer,405,0.47,3,Medium,Medium,Gobi Manchurian,Breakfast,129,0.43,67.13,64.4,97.01,2.51,197,5g/8g,Low,High,2483,Low,Large intake today,10.92,Palak Paneer: 13.94 kg; Chana Masala: 19.57 kg; Naan: 78.36 kg; Kheer: Kheer kg
1995-03-17,Friday,Sunny,Puri Bhaji,15.83,9.74,3.31,Dal Tadka,11.84,24.14,1.19,Kadhi Pakora,25.25,20.28,2.98,Rice,96.77,89.26,8.87,Naan,51.35,63.54,6.48,Gulab Jamun,108,0.43,3,Low,High,Puri Bhaji,Lunch,128,0.3,84.4,141.33,87.76,5.38,246,15g/15g,Low,Low,2695,Medium,Large intake today,7.03,Dal Tadka: 24.14 kg; Kadhi Pakora: 20.28 kg; Rice: 89.26 kg; Gulab Jamun: Gulab Jamun kg
1973-10-17,Tuesday,Rainy,Idli,23.55,28.42,4.67,Palak Paneer,18.3,19.67,3.05,Chana Masala,15.44,15.99,2.72,Naan,71.52,75.73,5.95,Rice,99.03,67.24,0.39,Gulab Jamun,322,0.49,1,High,Medium,Poha,Breakfast,108,0.35,111.93,72.12,79.64,2.22,107,7g/12g,High,Low,2468,Low,Large intake today,20.44,Palak Paneer: 19.67 kg; Chana Masala: 15.99 kg; Naan: 75.73 kg; Gulab Jamun: Gulab Jamun kg
1986-01-17,Friday,Cloudy,Poha,40.5,10.23,4.5,Pav Bhaji,24.43,20.33,2.63,Bhindi Fry,20.24,13.18,3.34,Naan,85.4,46.59,6.55,Paratha,62.61,72.77,5.88,Kheer,152,0.27,1,Low,High,Pulao,Lunch,175,0.26,143.84,104.21,121.57,9.21,221,5g/8g,Low,High,1614,High,Less intake today,17.13,Pav Bhaji: 20.33 kg; Bhindi Fry: 13.18 kg; Naan: 46.59 kg; Kheer: Kheer kg
1989-09-19,Tuesday,Sunny,Puri Bhaji,48.72,40.69,3.91,Bhindi Fry,16.44,14.9,0.11,Paneer Butter Masala,14.03,18.59,2.31,Naan,53.69,62.97,5.69,Rice,76.83,53.74,6.26,Kheer,438,0.41,4,High,Low,Mutter Paneer,Breakfast,500,0.27,117.58,75.73,126.49,9.61,336,16g/5g,Low,High,1950,High,Large intake today,17.77,Bhindi Fry: 14.9 kg; Paneer Butter Masala: 18.59 kg; Naan: 62.97 kg; Kheer: Kheer kg
1980-01-05,Sunday,Sunny,Poha,41.56,15.22,3.6,Pav Bhaji,13.21,23.17,1.42,Paneer Butter Masala,11.3,12.59,0.78,Paratha,74.04,44.66,3.3,Naan,60.14,47.97,3.91,Jalebi,424,0.4,5,Medium,High,Pav Bhaji,Dinner,486,0.28,143.73,110.95,44.7,0.44,304,17g/6g,High,Medium,2716,Medium,Large intake today,5.38,Pav Bhaji: 23.17 kg; Paneer Butter Masala: 12.59 kg; Paratha: 44.66 kg; Jalebi: Jalebi kg
2003-01-23,Thursday,Rainy,Poha,36.68,8.05,2.79,Paneer Butter Masala,23.64,22.36,4.41,Kadhi Pakora,24.14,13.82,0.86,Paratha,96.36,52.59,7.49,Rice,76.71,76.85,6.61,Kheer,486,0.28,5,Medium,Medium,Dal Tadka,Breakfast,341,0.37,91.54,55.41,45.21,9.6,180,8g/14g,Medium,Low,2098,Medium,Large intake today,7.79,Paneer Butter Masala: 22.36 kg; Kadhi Pakora: 13.82 kg; Paratha: 52.59 kg; Kheer: Kheer kg
2012-09-04,Tuesday,Sunny,Poha,22.72,12.76,4.82,Chole,20.3,8.62,1.48,Dal Tadka,17.05,19.88,2.26,Roti,90.67,40.35,3.94,Rice,88.07,48.44,4.23,Gulab Jamun,299,0.27,5,Medium,Low,Dal Tadka,Breakfast,491,0.33,85.78,50.37,84.3,7.43,420,16g/5g,High,Medium,2873,Medium,Large intake today,12.41,Chole: 8.62 kg; Dal Tadka: 19.88 kg; Roti: 40.35 kg; Gulab Jamun: Gulab Jamun kg
1972-03-12,Friday,Cloudy,Puri Bhaji,40.78,33.34,3.51,Aloo Paratha,29.58,8.15,0.51,Dal Tadka,15.48,17.01,4.25,Roti,88.44,48.62,9.57,Paratha,99.58,60.31,9.78,Halwa,357,0.44,2,High,High,Chana Masala,Dinner,478,0.23,110.32,128.68,111.78,0.21,403,20g/2g,High,High,1380,High,Less intake today,10.17,Aloo Paratha: 8.15 kg; Dal Tadka: 17.01 kg; Roti: 48.62 kg; Halwa: Halwa kg
2004-07-31,Saturday,Sunny,Upma,28.18,6.46,3.7,Bhindi Fry,15.78,24.87,3.44,Aloo Gobi,25.82,21.03,4.54,Rice,87.89,67.24,6.82,Roti,70.94,56.14,5.83,Jalebi,100,0.29,3,Medium,Medium,Dal Tadka,Lunch,404,0.21,60.02,97.4,92.33,1.39,444,20g/5g,Low,Medium,1057,Medium,Less intake today,24.9,Bhindi Fry: 24.87 kg; Aloo Gobi: 21.03 kg; Rice: 67.24 kg; Jalebi: Jalebi kg
1993-12-14,Thursday,Cloudy,Puri Bhaji,13.05,20.56,2.21,Butter Chicken,18.15,21.03,0.51,Kadhi Pakora,16.84,22.06,3.89,Roti,58.45,50.21,7.49,Rice,91.53,40.2,2.39,Halwa,337,0.47,5,High,Medium,Baingan Bharta,Lunch,347,0.2,99.98,125.31,106.77,1.25,105,15g/2g,High,Medium,2402,Low,Less intake today,21.45,Butter Chicken: 21.03 kg; Kadhi Pakora: 22.06 kg; Roti: 50.21 kg; Halwa: Halwa kg
1994-11-29,Friday,Sunny,Idli,21.26,32.88,4.18,Aloo Gobi,14.77,15.64,1.97,Chole,15.16,20.93,1.95,Roti,50.62,58.84,7.5,Paratha,58.92,62.08,2.86,Jalebi,381,0.38,2,Low,Low,Butter Chicken,Dinner,324,0.24,97.56,70.41,71.34,2.23,300,15g/5g,Medium,High,2468,High,Large intake today,14.3,Aloo Gobi: 15.64 kg; Chole: 20.93 kg; Roti: 58.84 kg; Jalebi: Jalebi kg
1978-07-04,Monday,Sunny,Dosa,36.56,10.45,2.34,Butter Chicken,28.48,14.44,2.76,Pulao,29.98,13.12,3.78,Naan,97.19,83.49,9.16,Rice,68.29,55.43,5.26,Gulab Jamun,107,0.42,1,High,Medium,Shahi Paneer,Breakfast,163,0.32,78.12,107.75,101.67,1.01,209,17g/13g,Low,Medium,1228,Low,Less intake today,18.32,Butter Chicken: 14.44 kg; Pulao: 13.12 kg; Naan: 83.49 kg; Gulab Jamun: Gulab Jamun kg
2016-05-01,Friday,Cloudy,Pav Bhaji,33.8,17.53,4.97,Pav Bhaji,16.23,19.97,1.63,Baingan Bharta,16.65,23.53,4.38,Paratha,78.3,57.36,4.76,Rice,56.24,55.48,1.02,Kheer,366,0.33,5,Medium,Medium,Palak Paneer,Breakfast,129,0.47,138.78,129.24,67.6,7.05,416,17g/3g,Low,Low,1586,Medium,Less intake today,23.33,Pav Bhaji: 19.97 kg; Baingan Bharta: 23.53 kg; Paratha: 57.36 kg; Kheer: Kheer kg
2024-09-23,Tuesday,Sunny,Idli,37.98,35.71,0.24,Palak Paneer,23.59,21.87,0.01,Dal Tadka,21.13,16.98,2.24,Naan,96.25,45.78,9.87,Rice,57.23,69.0,3.08,Gulab Jamun,245,0.45,4,High,Medium,Dal Tadka,Breakfast,191,0.45,50.69,54.39,79.92,2.92,412,15g/12g,Medium,Low,1178,Medium,Large intake today,16.31,Palak Paneer: 21.87 kg; Dal Tadka: 16.98 kg; Naan: 45.78 kg; Gulab Jamun: Gulab Jamun kg
1980-07-19,Monday,Cloudy,Poha,43.66,31.26,2.68,Palak Paneer,22.64,24.16,4.27,Bhindi Fry,27.32,20.64,3.88,Roti,64.94,85.98,7.76,Paratha,74.0,62.0,5.93,Halwa,219,0.45,4,Low,High,Butter Chicken,Lunch,144,0.28,148.16,91.58,47.17,0.11,373,19g/8g,High,Low,2934,Medium,Perfect meal balance,16.75,Palak Paneer: 24.16 kg; Bhindi Fry: 20.64 kg; Roti: 85.98 kg; Halwa: Halwa kg
1983-02-21,Sunday,Cloudy,Upma,44.32,13.56,0.25,Pav Bhaji,28.58,19.57,1.57,Pulao,22.33,15.51,3.38,Paratha,91.44,57.46,4.77,Roti,78.23,46.34,4.19,Jalebi,498,0.41,2,Medium,Medium,Paneer Butter Masala,Lunch,334,0.36,87.32,54.64,54.52,4.49,230,20g/15g,Low,Low,1393,Medium,Perfect meal balance,19.38,Pav Bhaji: 19.57 kg; Pulao: 15.51 kg; Paratha: 57.46 kg; Jalebi: Jalebi kg
1982-08-23,Tuesday,Rainy,Pav Bhaji,21.11,43.17,0.54,Paneer Butter Masala,26.86,9.84,0.73,Dum Aloo,11.01,16.67,4.96,Paratha,77.04,41.84,7.63,Roti,98.54,73.65,7.18,Kheer,142,0.42,5,Low,Low,Mutter Paneer,Dinner,282,0.38,147.72,147.48,99.35,4.07,260,12g/10g,High,Medium,1446,Medium,Large intake today,22.11,Paneer Butter Masala: 9.84 kg; Dum Aloo: 16.67 kg; Paratha: 41.84 kg; Kheer: Kheer kg
2017-05-21,Sunday,Cloudy,Dosa,22.1,13.53,0.66,Paneer Butter Masala,21.33,14.47,4.0,Baingan Bharta,10.02,23.2,3.67,Paratha,94.2,76.02,9.19,Roti,91.75,77.93,7.36,Jalebi,409,0.21,4,Low,High,Aloo Gobi,Dinner,354,0.2,110.21,51.19,80.04,9.33,480,12g/9g,Medium,Low,2176,Low,Less intake today,5.71,Paneer Butter Masala: 14.47 kg; Baingan Bharta: 23.2 kg; Paratha: 76.02 kg; Jalebi: Jalebi kg
2021-12-07,Sunday,Rainy,Idli,12.73,5.89,4.09,Paneer Butter Masala,10.38,23.82,4.03,Baingan Bharta,13.86,22.37,1.24,Paratha,53.84,54.89,0.68,Rice,84.97,65.91,0.98,Gulab Jamun,371,0.42,5,Medium,High,Paneer Butter Masala,Lunch,463,0.31,114.5,127.47,115.33,2.92,440,7g/2g,Medium,Low,2721,High,Large intake today,22.14,Paneer Butter Masala: 23.82 kg; Baingan Bharta: 22.37 kg; Paratha: 54.89 kg; Gulab Jamun: Gulab Jamun kg
1991-05-15,Monday,Sunny,Poha,24.16,36.71,1.09,Paneer Butter Masala,14.4,24.31,0.42,Baingan Bharta,11.86,20.77,3.75,Rice,53.5,57.18,5.88,Paratha,89.37,85.17,8.66,Kheer,220,0.22,5,Medium,Low,Mutter Paneer,Lunch,441,0.3,116.65,103.51,69.81,1.12,265,15g/4g,Low,Low,2384,High,Large intake today,9.58,Paneer Butter Masala: 24.31 kg; Baingan Bharta: 20.77 kg; Rice: 57.18 kg; Kheer: Kheer kg
1977-05-05,Thursday,Cloudy,Dosa,33.29,39.49,3.16,Aloo Gobi,13.52,10.19,4.82,Pulao,23.81,17.53,3.23,Naan,77.96,72.97,4.99,Rice,79.64,55.2,9.3,Halwa,248,0.4,3,Low,Low,Aloo Paratha,Lunch,201,0.3,98.24,101.24,77.22,1.94,250,10g/3g,Low,High,2258,Low,Large intake today,8.22,Aloo Gobi: 10.19 kg; Pulao: 17.53 kg; Naan: 72.97 kg; Halwa: Halwa kg
1984-05-30,Wednesday,Cloudy,Poha,16.14,31.44,0.91,Aloo Paratha,12.89,22.37,3.19,Dal Tadka,17.4,20.9,1.39,Naan,92.11,48.33,1.58,Rice,89.28,68.2,1.46,Kheer,227,0.25,3,Medium,Medium,Baingan Bharta,Dinner,258,0.48,94.51,86.71,107.06,2.71,433,9g/14g,Low,Low,1575,Medium,Perfect meal balance,21.52,Aloo Paratha: 22.37 kg; Dal Tadka: 20.9 kg; Naan: 48.33 kg; Kheer: Kheer kg
2011-02-12,Friday,Sunny,Puri Bhaji,30.51,37.28,3.49,Butter Chicken,12.47,21.23,1.08,Pulao,14.5,24.65,0.63,Naan,82.9,69.77,0.23,Paratha,52.53,57.52,4.39,Gulab Jamun,402,0.2,5,Medium,Medium,Dosa,Dinner,104,0.23,133.08,55.2,42.0,9.64,240,11g/5g,High,Low,2088,Low,Perfect meal balance,11.83,Butter Chicken: 21.23 kg; Pulao: 24.65 kg; Naan: 69.77 kg; Gulab Jamun: Gulab Jamun kg
