Date,Weekday/Weekend,Holiday Flag,Meal Time,Meal Type,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Meal Variability Score,Cost per Meal (INR),Total Meal Cost (INR),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Diner Age Group,Vegetarian Meal Ratio,Leftovers Feedback,Hygiene Rating,Previous Day Leftover Used,Diner Feedback,Feedback Sentiment,Food Shortage Flag,Leftover Repurposed Flag,Suggestions
2024-11-05,Weekday,Yes,Lunch,Special,199,201,37.76,35.32,319,4,40.43,8126.43,2.44,Staff Meeting,2,High Waste,2.93,0.12,Windy,Youth,0.38,Good,8,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-03-19,Weekday,Yes,Lunch,Dietary,191,195,42.49,34.77,219,3,32.18,6275.1,7.72,Holiday,2,Moderate Waste,3.98,3.02,Windy,Elderly,0.62,Poor,9,No,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-01-10,Weekday,No,Lunch,Dietary,177,168,57.66,56.95,292,5,28.1,4720.8,0.71,Sports Day,2,Moderate Waste,4.49,1.76,Rainy,Youth,0.51,Average,9,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-08-17,Weekend,Yes,Breakfast,Regular,198,204,41.49,25.98,341,4,19.69,4016.76,15.51,Sports Day,1,Moderate Waste,0.6,0.37,Sunny,Youth,0.37,Good,10,No,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-10-31,Weekday,Yes,Dinner,Special,189,166,48.17,47.09,200,5,47.18,7831.88,1.08,Holiday,3,High Waste,3.78,0.2,Windy,Elderly,0.48,Average,9,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-21,Weekend,No,Lunch,Special,268,268,43.03,30.84,283,3,20.09,5384.12,12.19,No Event,1,Minimal Waste,0.15,0.1,Windy,Adults,0.25,Good,10,No,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-07-15,Weekday,No,Breakfast,Regular,250,258,56.6,46.34,297,1,19.11,4930.38,10.26,No Event,3,Moderate Waste,4.03,1.88,Sunny,Elderly,0.41,Poor,10,Yes,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-17,Weekend,Yes,Lunch,Dietary,227,200,34.67,27.45,309,1,24.98,4996.0,7.22,No Event,3,High Waste,1.73,1.23,Cloudy,Adults,0.59,Poor,9,No,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-01,Weekday,Yes,Lunch,Regular,105,86,65.97,44.25,253,3,42.31,3638.66,21.72,Sports Day,1,Moderate Waste,2.7,1.94,Sunny,Elderly,0.46,Average,9,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-02-20,Weekday,Yes,Dinner,Special,210,198,50.59,36.86,297,2,44.47,8805.06,13.73,Sports Day,1,High Waste,0.56,0.26,Cloudy,Youth,0.62,Good,7,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-22,Weekday,Yes,Dinner,Special,264,249,51.27,33.35,247,4,26.33,6556.17,17.92,Staff Meeting,5,Minimal Waste,1.08,0.9,Cloudy,Youth,0.64,Poor,8,Yes,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-08-02,Weekday,No,Breakfast,Special,146,118,46.31,37.58,274,2,32.79,3869.22,8.73,Staff Meeting,2,High Waste,4.0,3.88,Windy,Adults,0.62,Poor,8,No,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-06-30,Weekend,No,Breakfast,Dietary,152,134,56.67,52.26,296,3,13.66,1830.44,4.41,Holiday,5,Moderate Waste,4.39,0.83,Sunny,Youth,0.25,Good,9,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-25,Weekday,Yes,Lunch,Dietary,153,135,39.83,32.43,274,4,23.22,3134.7,7.4,Staff Meeting,5,Minimal Waste,1.36,0.93,Windy,Adults,0.6,Poor,7,No,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-03-16,Weekend,No,Dinner,Regular,229,206,44.7,25.27,205,2,27.96,5759.76,19.43,Sports Day,5,Minimal Waste,4.55,0.98,Windy,Adults,0.23,Average,9,No,Good food,Positive,No,Yes,Increase portions slightly for high energy consumption.
2024-10-25,Weekday,No,Dinner,Special,170,143,62.55,49.98,211,4,20.16,2882.88,12.57,No Event,5,Minimal Waste,0.82,0.77,Windy,Adults,0.29,Poor,10,No,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-05-22,Weekday,Yes,Lunch,Special,274,273,33.66,26.51,335,4,36.62,9997.26,7.15,Holiday,2,Minimal Waste,0.54,0.4,Sunny,Elderly,0.43,Good,8,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-09-02,Weekday,Yes,Dinner,Regular,196,207,65.59,51.73,258,4,27.63,5719.41,13.86,Holiday,4,High Waste,1.03,0.9,Cloudy,Elderly,0.76,Average,7,Yes,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-10-15,Weekday,Yes,Breakfast,Dietary,180,196,41.39,40.04,235,4,34.75,6811.0,1.35,No Event,5,Minimal Waste,4.43,1.0,Windy,Youth,0.78,Average,8,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-23,Weekday,Yes,Lunch,Special,127,134,42.74,40.46,323,5,40.82,5469.88,2.28,Staff Meeting,2,High Waste,4.76,1.53,Sunny,Elderly,0.38,Good,10,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-01-09,Weekday,No,Dinner,Dietary,160,169,39.61,29.56,317,5,23.74,4012.06,10.05,Sports Day,3,Moderate Waste,3.53,3.25,Windy,Youth,0.75,Average,8,Yes,Average experience,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-09-20,Weekday,Yes,Breakfast,Regular,164,147,50.55,40.55,237,5,41.06,6035.82,10.0,Holiday,5,Minimal Waste,1.13,0.6,Rainy,Elderly,0.21,Good,9,No,Average experience,Neutral,No,Yes,Consider offering warm food options.
2024-01-19,Weekday,No,Dinner,Dietary,131,138,31.18,25.45,310,1,31.33,4323.54,5.73,Staff Meeting,1,Minimal Waste,4.23,3.34,Sunny,Youth,0.39,Good,9,Yes,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-03-04,Weekday,Yes,Dinner,Special,179,149,54.67,37.38,295,1,14.17,2111.33,17.29,Holiday,4,Moderate Waste,3.36,0.14,Rainy,Adults,0.45,Poor,9,Yes,Needs improvement,Neutral,No,No,Consider offering warm food options.
2024-06-28,Weekday,Yes,Breakfast,Special,260,277,58.4,36.63,326,3,37.87,10489.99,21.77,Holiday,4,High Waste,4.4,4.04,Cloudy,Elderly,0.55,Poor,9,No,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-04-13,Weekend,No,Lunch,Regular,178,173,44.91,30.55,254,3,26.72,4622.56,14.36,Holiday,1,Minimal Waste,3.81,2.27,Sunny,Adults,0.67,Poor,10,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-06-29,Weekend,Yes,Lunch,Regular,184,196,39.95,38.2,240,2,29.51,5783.96,1.75,Sports Day,1,Moderate Waste,3.23,3.14,Cloudy,Youth,0.24,Good,10,Yes,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-10-06,Weekend,Yes,Lunch,Regular,119,118,38.12,27.92,335,5,43.98,5189.64,10.2,Sports Day,1,Moderate Waste,0.49,0.16,Cloudy,Youth,0.76,Good,9,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-04-11,Weekday,No,Dinner,Regular,206,193,60.35,38.33,259,3,48.43,9346.99,22.02,No Event,5,Moderate Waste,2.32,0.2,Sunny,Elderly,0.79,Poor,7,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-03-11,Weekday,Yes,Lunch,Special,209,200,62.01,26.83,248,1,18.07,3614.0,35.18,No Event,5,Moderate Waste,3.14,3.07,Rainy,Adults,0.7,Poor,10,No,Tasty but less,Positive,No,No,Consider offering warm food options.
2024-01-13,Weekend,No,Dinner,Regular,151,167,40.36,27.01,314,3,35.83,5983.61,13.35,No Event,2,Minimal Waste,4.54,0.61,Rainy,Adults,0.37,Good,10,Yes,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-01-28,Weekend,No,Breakfast,Dietary,191,202,61.04,52.37,350,5,42.25,8534.5,8.67,Sports Day,2,High Waste,0.84,0.16,Sunny,Youth,0.79,Average,9,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-10,Weekday,Yes,Dinner,Dietary,181,194,36.77,36.6,268,5,26.23,5088.62,0.17,Staff Meeting,2,High Waste,4.33,0.99,Sunny,Youth,0.4,Average,10,No,Tasty but less,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-17,Weekday,Yes,Breakfast,Dietary,212,196,59.41,38.74,313,4,15.34,3006.64,20.67,Holiday,2,High Waste,3.09,2.71,Rainy,Youth,0.25,Average,9,No,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-07,Weekday,No,Lunch,Special,264,248,63.48,29.99,224,4,43.51,10790.48,33.49,Holiday,2,Minimal Waste,0.82,0.67,Cloudy,Adults,0.61,Good,7,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-05-01,Weekday,No,Dinner,Regular,106,100,55.67,55.16,205,5,49.17,4917.0,0.51,Holiday,3,Moderate Waste,1.89,1.0,Cloudy,Youth,0.56,Good,7,No,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-02-27,Weekday,Yes,Lunch,Dietary,143,157,51.42,46.02,344,2,19.22,3017.54,5.4,No Event,2,Moderate Waste,0.2,0.17,Sunny,Elderly,0.48,Average,7,No,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-01-29,Weekday,Yes,Lunch,Special,206,224,52.9,38.52,209,1,38.93,8720.32,14.38,Holiday,3,High Waste,3.28,2.21,Windy,Youth,0.42,Average,9,Yes,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-04-15,Weekday,Yes,Breakfast,Dietary,108,110,39.01,25.18,218,4,36.45,4009.5,13.83,Staff Meeting,3,High Waste,0.63,0.41,Windy,Youth,0.45,Good,8,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-02-16,Weekday,Yes,Breakfast,Dietary,245,247,32.09,26.26,242,4,45.43,11221.21,5.83,No Event,3,Moderate Waste,2.69,1.39,Windy,Adults,0.63,Poor,8,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-10-21,Weekday,No,Dinner,Special,201,172,45.69,40.25,213,3,45.09,7755.48,5.44,Holiday,1,Minimal Waste,2.27,1.65,Sunny,Youth,0.57,Poor,10,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-07-15,Weekday,No,Breakfast,Dietary,188,195,68.36,36.53,346,4,34.19,6667.05,31.83,Staff Meeting,2,Moderate Waste,4.32,1.28,Sunny,Adults,0.46,Good,7,No,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-08-06,Weekday,Yes,Dinner,Regular,114,90,36.72,27.1,273,5,19.89,1790.1,9.62,Sports Day,4,Minimal Waste,0.21,0.19,Sunny,Elderly,0.27,Good,8,Yes,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-07-09,Weekday,No,Breakfast,Dietary,134,115,36.4,34.76,329,5,26.09,3000.35,1.64,No Event,5,High Waste,4.19,2.87,Cloudy,Youth,0.2,Poor,7,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-06-15,Weekend,Yes,Lunch,Special,268,270,49.7,43.46,250,2,30.72,8294.4,6.24,No Event,1,Moderate Waste,4.53,1.35,Sunny,Youth,0.79,Good,10,No,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-08-20,Weekday,No,Lunch,Dietary,222,241,52.03,27.79,267,3,25.6,6169.6,24.24,No Event,2,Moderate Waste,0.22,0.21,Cloudy,Adults,0.57,Good,10,No,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-05-01,Weekday,No,Breakfast,Dietary,148,119,57.57,41.32,340,5,15.82,1882.58,16.25,Holiday,4,High Waste,3.02,2.94,Cloudy,Adults,0.77,Average,7,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-15,Weekday,Yes,Lunch,Special,175,148,46.74,36.21,289,2,27.12,4013.76,10.53,No Event,1,High Waste,3.79,2.17,Rainy,Adults,0.33,Good,10,No,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-08-27,Weekday,No,Lunch,Regular,168,142,45.43,37.7,296,1,34.94,4961.48,7.73,Sports Day,5,Moderate Waste,1.71,0.54,Sunny,Youth,0.6,Average,7,No,Good food,Positive,No,No,Increase portions slightly for high energy consumption.
2024-07-25,Weekday,Yes,Breakfast,Regular,199,194,44.19,30.85,313,4,33.13,6427.22,13.34,Holiday,2,Minimal Waste,3.34,1.55,Sunny,Adults,0.63,Good,9,No,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-10-18,Weekday,No,Dinner,Dietary,232,232,52.45,48.18,244,1,33.82,7846.24,4.27,Holiday,1,High Waste,3.34,2.95,Sunny,Adults,0.3,Good,7,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-02,Weekday,Yes,Dinner,Dietary,201,194,65.76,57.48,230,2,48.42,9393.48,8.28,Sports Day,1,Minimal Waste,3.81,1.05,Windy,Elderly,0.68,Good,10,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-06-08,Weekend,Yes,Dinner,Special,234,206,55.23,50.56,208,2,46.28,9533.68,4.67,Sports Day,3,High Waste,3.33,2.55,Rainy,Adults,0.57,Average,8,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-16,Weekday,No,Dinner,Special,165,167,66.13,40.38,229,4,47.06,7859.02,25.75,No Event,2,Moderate Waste,0.96,0.68,Rainy,Elderly,0.29,Poor,7,Yes,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-09-01,Weekend,Yes,Lunch,Special,232,235,57.73,34.9,263,3,30.61,7193.35,22.83,Staff Meeting,1,Minimal Waste,2.21,0.18,Sunny,Elderly,0.72,Poor,10,No,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-10-15,Weekday,Yes,Breakfast,Dietary,155,168,33.93,28.66,216,4,37.45,6291.6,5.27,Sports Day,3,High Waste,2.67,0.24,Rainy,Elderly,0.5,Good,10,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-15,Weekday,Yes,Breakfast,Dietary,136,145,51.69,34.97,240,1,19.22,2786.9,16.72,Sports Day,2,High Waste,2.15,2.04,Cloudy,Elderly,0.22,Average,10,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-15,Weekday,No,Dinner,Special,204,216,57.55,33.4,336,3,16.57,3579.12,24.15,No Event,5,Moderate Waste,1.23,0.9,Windy,Youth,0.52,Good,7,No,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-06-11,Weekday,No,Dinner,Special,164,137,55.19,47.0,278,4,28.02,3838.74,8.19,Sports Day,5,High Waste,3.1,2.82,Sunny,Elderly,0.6,Good,10,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-23,Weekday,Yes,Breakfast,Special,266,274,46.29,32.81,250,2,10.09,2764.66,13.48,No Event,1,Moderate Waste,2.47,1.31,Sunny,Youth,0.43,Poor,7,No,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-09-13,Weekday,No,Lunch,Dietary,189,167,43.86,25.24,236,4,38.0,6346.0,18.62,Holiday,5,High Waste,3.34,1.23,Cloudy,Elderly,0.65,Average,7,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-23,Weekday,Yes,Breakfast,Dietary,230,216,37.61,25.64,255,4,43.78,9456.48,11.97,No Event,2,Moderate Waste,3.9,0.5,Rainy,Adults,0.68,Poor,7,Yes,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-02-12,Weekday,No,Breakfast,Special,198,174,50.31,36.29,231,5,19.07,3318.18,14.02,Holiday,1,Minimal Waste,1.69,0.13,Cloudy,Adults,0.67,Poor,7,No,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-08-25,Weekend,No,Dinner,Dietary,244,230,58.07,55.62,231,1,39.22,9020.6,2.45,Holiday,3,Minimal Waste,1.83,0.68,Cloudy,Elderly,0.46,Good,10,Yes,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-01-09,Weekday,No,Breakfast,Special,186,167,32.13,25.3,260,5,26.47,4420.49,6.83,Staff Meeting,2,Moderate Waste,3.63,1.27,Rainy,Adults,0.59,Average,8,Yes,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-04-24,Weekday,No,Breakfast,Dietary,138,133,65.51,56.94,302,1,41.82,5562.06,8.57,No Event,3,High Waste,2.68,2.58,Rainy,Youth,0.79,Good,9,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-01-15,Weekday,No,Dinner,Regular,118,108,58.68,42.58,221,3,49.9,5389.2,16.1,Staff Meeting,1,Minimal Waste,1.26,0.83,Cloudy,Youth,0.27,Average,9,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-04-30,Weekday,Yes,Lunch,Dietary,154,127,60.33,26.73,283,3,46.17,5863.59,33.6,No Event,1,High Waste,1.0,0.48,Sunny,Youth,0.32,Good,7,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-23,Weekday,Yes,Dinner,Regular,180,177,42.75,35.05,320,3,27.03,4784.31,7.7,Staff Meeting,1,High Waste,4.25,1.97,Sunny,Youth,0.79,Good,10,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-08,Weekday,Yes,Dinner,Dietary,190,209,60.6,25.11,333,5,28.67,5992.03,35.49,No Event,1,High Waste,2.8,1.04,Rainy,Elderly,0.47,Average,8,No,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-07-09,Weekday,No,Lunch,Special,298,268,53.99,34.68,226,5,47.32,12681.76,19.31,No Event,4,Minimal Waste,4.04,2.99,Cloudy,Adults,0.46,Average,10,Yes,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-09-02,Weekday,Yes,Dinner,Regular,175,166,61.61,30.0,236,1,28.05,4656.3,31.61,Staff Meeting,2,Minimal Waste,4.26,1.05,Rainy,Elderly,0.62,Poor,9,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-09-21,Weekend,Yes,Lunch,Regular,230,244,46.59,31.6,269,4,39.68,9681.92,14.99,Sports Day,1,Minimal Waste,2.39,0.97,Sunny,Adults,0.56,Average,7,Yes,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-01-31,Weekday,Yes,Dinner,Special,237,223,32.84,28.91,230,3,14.81,3302.63,3.93,No Event,3,Moderate Waste,3.46,2.53,Cloudy,Adults,0.51,Average,9,Yes,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-28,Weekend,No,Breakfast,Special,239,258,54.37,33.01,340,3,40.11,10348.38,21.36,No Event,2,Minimal Waste,2.47,1.72,Sunny,Adults,0.64,Average,9,No,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-02-22,Weekday,No,Breakfast,Regular,124,128,57.98,48.59,303,2,20.46,2618.88,9.39,No Event,3,Minimal Waste,2.61,1.17,Sunny,Elderly,0.5,Average,8,No,Needs improvement,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-18,Weekend,No,Breakfast,Dietary,124,118,34.82,28.5,295,2,44.7,5274.6,6.32,No Event,1,Minimal Waste,0.69,0.56,Windy,Elderly,0.48,Average,9,No,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-05-01,Weekday,Yes,Breakfast,Regular,233,208,39.49,34.7,314,4,10.89,2265.12,4.79,Staff Meeting,1,Minimal Waste,1.63,1.38,Windy,Elderly,0.24,Poor,10,No,Average experience,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-06-02,Weekend,Yes,Dinner,Special,199,214,61.68,41.89,220,1,18.63,3986.82,19.79,Holiday,3,Moderate Waste,3.32,3.0,Sunny,Adults,0.33,Good,8,Yes,Needs improvement,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-02-07,Weekday,No,Dinner,Dietary,194,189,64.64,38.48,281,4,30.94,5847.66,26.16,Holiday,5,Moderate Waste,0.15,0.11,Cloudy,Elderly,0.56,Poor,10,No,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-09-15,Weekend,Yes,Dinner,Regular,161,162,57.04,54.38,305,2,45.59,7385.58,2.66,Holiday,3,Minimal Waste,2.66,1.89,Sunny,Adults,0.3,Average,7,No,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-10,Weekday,Yes,Breakfast,Dietary,244,252,68.45,50.33,247,1,15.07,3797.64,18.12,Holiday,2,High Waste,4.35,1.71,Sunny,Adults,0.28,Poor,8,No,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-09-24,Weekday,No,Dinner,Regular,158,168,54.1,41.32,256,3,24.96,4193.28,12.78,Sports Day,5,Moderate Waste,1.62,0.12,Cloudy,Youth,0.4,Poor,10,No,Needs improvement,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-01-30,Weekday,Yes,Breakfast,Regular,167,174,51.55,48.72,335,5,45.18,7861.32,2.83,Staff Meeting,1,High Waste,1.01,0.17,Sunny,Youth,0.45,Average,7,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-01-02,Weekday,No,Lunch,Dietary,202,182,43.25,32.18,236,1,11.31,2058.42,11.07,Sports Day,4,High Waste,3.65,1.43,Windy,Elderly,0.66,Good,7,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-25,Weekday,No,Dinner,Special,266,285,60.78,37.55,287,1,24.43,6962.55,23.23,Sports Day,5,Moderate Waste,4.27,0.53,Rainy,Adults,0.45,Good,10,Yes,Good food,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-07-25,Weekday,Yes,Breakfast,Dietary,156,162,45.3,39.97,207,1,20.38,3301.56,5.33,Sports Day,5,Minimal Waste,0.57,0.32,Cloudy,Elderly,0.7,Good,8,No,Good food,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-03-03,Weekend,Yes,Lunch,Regular,171,157,32.84,32.37,316,2,11.14,1748.98,0.47,Staff Meeting,3,High Waste,1.63,1.22,Sunny,Adults,0.37,Average,7,Yes,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-31,Weekend,Yes,Breakfast,Special,225,231,69.33,58.04,209,5,45.79,10577.49,11.29,No Event,5,High Waste,0.32,0.14,Rainy,Youth,0.54,Average,9,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-02-01,Weekday,Yes,Dinner,Special,164,155,67.39,55.74,238,1,26.98,4181.9,11.65,Holiday,5,Minimal Waste,2.43,0.96,Windy,Elderly,0.28,Poor,7,Yes,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-07-18,Weekday,No,Lunch,Regular,248,268,52.65,51.54,203,2,34.6,9272.8,1.11,No Event,4,Minimal Waste,3.31,2.95,Windy,Elderly,0.5,Average,7,Yes,Average experience,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-02-17,Weekend,No,Dinner,Dietary,249,254,40.95,39.18,328,3,37.69,9573.26,1.77,No Event,3,Minimal Waste,0.56,0.19,Cloudy,Youth,0.7,Poor,10,No,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-04-09,Weekday,No,Dinner,Special,297,281,39.37,34.4,327,5,29.64,8328.84,4.97,Sports Day,5,Moderate Waste,0.49,0.33,Rainy,Adults,0.6,Good,7,No,Good food,Positive,No,Yes,Increase portions slightly for high energy consumption.
